ArticleTitle,LastName,ForeName,Date,Country_Id,Country,ISSNLinking,MedlineTA,NlmUniqueID,Full_name
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Manias,Elizabeth,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Elizabeth-Manias
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Ellis,Louise,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Louise-Ellis
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mimmo,Laurel,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Laurel-Mimmo
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Walpola,Ramesh,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ramesh-Walpola
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Roxas-Harris,Ben,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ben-Roxas-Harris
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Dobbins,Timothy,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Timothy-Dobbins
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mitchell,Rebecca,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Rebecca-Mitchell
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Cowie,Sharyn,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Sharyn-Cowie
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Maberly,Glen,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Glen-Maberly
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Chan,Catherine,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Catherine-Chan
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Hay,Liz,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Liz-Hay
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Harrison,Reema,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Reema-Harrison
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Manias,Elizabeth,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Elizabeth-Manias
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Ellis,Louise,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Louise-Ellis
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mimmo,Laurel,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Laurel-Mimmo
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Walpola,Ramesh,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ramesh-Walpola
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Roxas-Harris,Ben,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ben-Roxas-Harris
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Dobbins,Timothy,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Timothy-Dobbins
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mitchell,Rebecca,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Rebecca-Mitchell
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Cowie,Sharyn,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Sharyn-Cowie
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Maberly,Glen,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Glen-Maberly
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Chan,Catherine,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Catherine-Chan
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Hay,Liz,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Liz-Hay
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Harrison,Reema,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Reema-Harrison
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Manias,Elizabeth,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Elizabeth-Manias
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Ellis,Louise,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Louise-Ellis
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mimmo,Laurel,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Laurel-Mimmo
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Walpola,Ramesh,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ramesh-Walpola
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Roxas-Harris,Ben,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ben-Roxas-Harris
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Dobbins,Timothy,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Timothy-Dobbins
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mitchell,Rebecca,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Rebecca-Mitchell
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Cowie,Sharyn,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Sharyn-Cowie
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Maberly,Glen,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Glen-Maberly
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Chan,Catherine,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Catherine-Chan
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Hay,Liz,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Liz-Hay
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Harrison,Reema,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Reema-Harrison
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Manias,Elizabeth,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Elizabeth-Manias
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Ellis,Louise,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Louise-Ellis
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mimmo,Laurel,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Laurel-Mimmo
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Walpola,Ramesh,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ramesh-Walpola
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Roxas-Harris,Ben,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ben-Roxas-Harris
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Dobbins,Timothy,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Timothy-Dobbins
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mitchell,Rebecca,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Rebecca-Mitchell
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Cowie,Sharyn,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Sharyn-Cowie
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Maberly,Glen,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Glen-Maberly
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Chan,Catherine,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Catherine-Chan
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Hay,Liz,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Liz-Hay
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Harrison,Reema,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Reema-Harrison
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Manias,Elizabeth,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Elizabeth-Manias
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Ellis,Louise,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Louise-Ellis
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mimmo,Laurel,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Laurel-Mimmo
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Walpola,Ramesh,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ramesh-Walpola
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Roxas-Harris,Ben,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ben-Roxas-Harris
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Dobbins,Timothy,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Timothy-Dobbins
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mitchell,Rebecca,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Rebecca-Mitchell
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Cowie,Sharyn,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Sharyn-Cowie
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Maberly,Glen,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Glen-Maberly
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Chan,Catherine,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Catherine-Chan
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Hay,Liz,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Liz-Hay
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Harrison,Reema,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Reema-Harrison
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Manias,Elizabeth,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Elizabeth-Manias
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Ellis,Louise,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Louise-Ellis
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mimmo,Laurel,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Laurel-Mimmo
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Walpola,Ramesh,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ramesh-Walpola
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Roxas-Harris,Ben,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ben-Roxas-Harris
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Dobbins,Timothy,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Timothy-Dobbins
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mitchell,Rebecca,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Rebecca-Mitchell
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Cowie,Sharyn,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Sharyn-Cowie
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Maberly,Glen,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Glen-Maberly
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Chan,Catherine,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Catherine-Chan
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Hay,Liz,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Liz-Hay
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Harrison,Reema,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Reema-Harrison
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Manias,Elizabeth,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Elizabeth-Manias
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Ellis,Louise,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Louise-Ellis
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mimmo,Laurel,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Laurel-Mimmo
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Walpola,Ramesh,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ramesh-Walpola
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Roxas-Harris,Ben,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ben-Roxas-Harris
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Dobbins,Timothy,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Timothy-Dobbins
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mitchell,Rebecca,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Rebecca-Mitchell
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Cowie,Sharyn,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Sharyn-Cowie
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Maberly,Glen,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Glen-Maberly
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Chan,Catherine,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Catherine-Chan
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Hay,Liz,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Liz-Hay
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Harrison,Reema,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Reema-Harrison
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Manias,Elizabeth,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Elizabeth-Manias
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Ellis,Louise,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Louise-Ellis
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mimmo,Laurel,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Laurel-Mimmo
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Walpola,Ramesh,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ramesh-Walpola
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Roxas-Harris,Ben,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ben-Roxas-Harris
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Dobbins,Timothy,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Timothy-Dobbins
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mitchell,Rebecca,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Rebecca-Mitchell
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Cowie,Sharyn,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Sharyn-Cowie
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Maberly,Glen,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Glen-Maberly
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Chan,Catherine,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Catherine-Chan
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Hay,Liz,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Liz-Hay
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Harrison,Reema,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Reema-Harrison
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Manias,Elizabeth,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Elizabeth-Manias
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Ellis,Louise,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Louise-Ellis
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mimmo,Laurel,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Laurel-Mimmo
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Walpola,Ramesh,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ramesh-Walpola
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Roxas-Harris,Ben,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ben-Roxas-Harris
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Dobbins,Timothy,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Timothy-Dobbins
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mitchell,Rebecca,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Rebecca-Mitchell
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Cowie,Sharyn,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Sharyn-Cowie
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Maberly,Glen,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Glen-Maberly
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Chan,Catherine,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Catherine-Chan
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Hay,Liz,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Liz-Hay
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Harrison,Reema,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Reema-Harrison
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Manias,Elizabeth,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Elizabeth-Manias
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Ellis,Louise,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Louise-Ellis
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mimmo,Laurel,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Laurel-Mimmo
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Walpola,Ramesh,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ramesh-Walpola
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Roxas-Harris,Ben,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Ben-Roxas-Harris
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Dobbins,Timothy,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Timothy-Dobbins
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Mitchell,Rebecca,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Rebecca-Mitchell
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Cowie,Sharyn,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Sharyn-Cowie
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Maberly,Glen,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Glen-Maberly
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Chan,Catherine,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Catherine-Chan
Evaluating clinician experience in value-based health care: the development and validation of the Clinician Experience Measure (CEM).,Hay,Liz,2022-12-6,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Liz-Hay
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Kallon,Idriss Ibrahim,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Idriss Ibrahim-Kallon
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Colvin,Christopher J,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Christopher J-Colvin
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Kallon,Idriss Ibrahim,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Idriss Ibrahim-Kallon
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Colvin,Christopher J,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Christopher J-Colvin
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Kallon,Idriss Ibrahim,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Idriss Ibrahim-Kallon
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Colvin,Christopher J,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Christopher J-Colvin
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Kallon,Idriss Ibrahim,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Idriss Ibrahim-Kallon
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Colvin,Christopher J,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Christopher J-Colvin
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Kallon,Idriss Ibrahim,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Idriss Ibrahim-Kallon
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Colvin,Christopher J,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Christopher J-Colvin
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Kallon,Idriss Ibrahim,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Idriss Ibrahim-Kallon
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Colvin,Christopher J,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Christopher J-Colvin
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Kallon,Idriss Ibrahim,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Idriss Ibrahim-Kallon
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Colvin,Christopher J,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Christopher J-Colvin
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Kallon,Idriss Ibrahim,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Idriss Ibrahim-Kallon
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Colvin,Christopher J,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Christopher J-Colvin
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Kallon,Idriss Ibrahim,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Idriss Ibrahim-Kallon
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Colvin,Christopher J,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Christopher J-Colvin
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Kallon,Idriss Ibrahim,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Idriss Ibrahim-Kallon
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Colvin,Christopher J,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Christopher J-Colvin
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Kallon,Idriss Ibrahim,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Idriss Ibrahim-Kallon
"A qualitative exploration of continuity of TB care in clinics after discharge from hospitals in Cape Town, South Africa.",Colvin,Christopher J,2022-12-7,1472-6963,England,1472-6963,BMC Health Serv Res,101088677,Christopher J-Colvin
